  0.0000000E+00  0.6752279E+00  0.5368734E+00  0.1613683E+00 -0.5331627E-04 -0.1000012E+01
  0.2050000E-01  0.6739985E+00  0.5392067E+00  0.1578045E+00 -0.3146443E-01 -0.9995169E+00
  0.4100000E-01  0.6726353E+00  0.5414784E+00  0.1542624E+00 -0.6284449E-01 -0.9980354E+00
  0.6150000E-01  0.6711402E+00  0.5436875E+00  0.1507515E+00 -0.9416253E-01 -0.9955689E+00
  0.8200000E-01  0.6695146E+00  0.5458328E+00  0.1472834E+00 -0.1253876E+00 -0.9921200E+00
  0.1025000E+00  0.6677603E+00  0.5479130E+00  0.1438724E+00 -0.1564890E+00 -0.9876919E+00
  0.1230000E+00  0.6658788E+00  0.5499273E+00  0.1405372E+00 -0.1874359E+00 -0.9822891E+00
  0.1435000E+00  0.6638714E+00  0.5518744E+00  0.1373029E+00 -0.2181979E+00 -0.9759169E+00
  0.1640000E+00  0.6617392E+00  0.5537536E+00  0.1342052E+00 -0.2487445E+00 -0.9685816E+00
  0.1845000E+00  0.6594824E+00  0.5555637E+00  0.1312992E+00 -0.2790457E+00 -0.9602904E+00
  0.2050000E+00  0.6571005E+00  0.5573039E+00  0.1286759E+00 -0.3090714E+00 -0.9510515E+00
  0.2255000E+00  0.6545908E+00  0.5589732E+00  0.1265053E+00 -0.3387922E+00 -0.9408740E+00
  0.2460000E+00  0.6519465E+00  0.5605705E+00  0.1251574E+00 -0.3681786E+00 -0.9297680E+00
  0.2665000E+00  0.6491499E+00  0.5620948E+00  0.1256125E+00 -0.3972016E+00 -0.9177445E+00
  0.2870000E+00  0.6461549E+00  0.5635443E+00  0.1302466E+00 -0.4258327E+00 -0.9048152E+00
  0.3075000E+00  0.6428801E+00  0.5649163E+00  0.1397123E+00 -0.4540435E+00 -0.8909930E+00
  0.3280000E+00  0.6392710E+00  0.5662067E+00  0.1512396E+00 -0.4818062E+00 -0.8762915E+00
  0.3485000E+00  0.6353146E+00  0.5674112E+00  0.1633113E+00 -0.5090934E+00 -0.8607252E+00
  0.3690000E+00  0.6310148E+00  0.5685254E+00  0.1753904E+00 -0.5358783E+00 -0.8443095E+00
  0.3895000E+00  0.6263819E+00  0.5695450E+00  0.1872597E+00 -0.5621342E+00 -0.8270606E+00
  0.4100000E+00  0.6214288E+00  0.5704661E+00  0.1988214E+00 -0.5878355E+00 -0.8089954E+00
  0.4305000E+00  0.6161695E+00  0.5712852E+00  0.2100306E+00 -0.6129566E+00 -0.7901318E+00
  0.4510000E+00  0.6106185E+00  0.5719987E+00  0.2208695E+00 -0.6374727E+00 -0.7704885E+00
  0.4715000E+00  0.6047907E+00  0.5726038E+00  0.2313344E+00 -0.6613598E+00 -0.7500848E+00
  0.4920000E+00  0.5987007E+00  0.5730977E+00  0.2414302E+00 -0.6845942E+00 -0.7289409E+00
  0.5125000E+00  0.5923630E+00  0.5734779E+00  0.2511669E+00 -0.7071530E+00 -0.7070776E+00
  0.5330000E+00  0.5857919E+00  0.5737424E+00  0.2605572E+00 -0.7290139E+00 -0.6845165E+00
  0.5535000E+00  0.5790012E+00  0.5738892E+00  0.2696158E+00 -0.7501554E+00 -0.6612798E+00
  0.5740000E+00  0.5720047E+00  0.5739167E+00  0.2783585E+00 -0.7705565E+00 -0.6373906E+00
  0.5945000E+00  0.5648157E+00  0.5738236E+00  0.2868014E+00 -0.7901972E+00 -0.6128723E+00
  0.6150000E+00  0.5574472E+00  0.5736087E+00  0.2949609E+00 -0.8090581E+00 -0.5877492E+00
  0.6355000E+00  0.5499117E+00  0.5732712E+00  0.3028532E+00 -0.8271205E+00 -0.5620460E+00
  0.6560000E+00  0.5422218E+00  0.5728105E+00  0.3104945E+00 -0.8443667E+00 -0.5357882E+00
  0.6765000E+00  0.5343892E+00  0.5722261E+00  0.3179004E+00 -0.8607795E+00 -0.5090017E+00
  0.6970000E+00  0.5264257E+00  0.5715179E+00  0.3250863E+00 -0.8763429E+00 -0.4817128E+00
  0.7175000E+00  0.5183426E+00  0.5706856E+00  0.3320669E+00 -0.8910415E+00 -0.4539485E+00
  0.7380000E+00  0.5101511E+00  0.5697297E+00  0.3388567E+00 -0.9048606E+00 -0.4257362E+00
  0.7585000E+00  0.5018617E+00  0.5686503E+00  0.3454694E+00 -0.9177868E+00 -0.3971037E+00
  0.7790000E+00  0.4934849E+00  0.5674481E+00  0.3519184E+00 -0.9298073E+00 -0.3680794E+00
  0.7995000E+00  0.4850310E+00  0.5661236E+00  0.3582164E+00 -0.9409102E+00 -0.3386918E+00
  0.8200000E+00  0.4765097E+00  0.5646778E+00  0.3643755E+00 -0.9510844E+00 -0.3089700E+00
  0.8405000E+00  0.4679306E+00  0.5631117E+00  0.3704077E+00 -0.9603201E+00 -0.2789433E+00
  0.8610000E+00  0.4593032E+00  0.5614263E+00  0.3763238E+00 -0.9686081E+00 -0.2486412E+00
  0.8815000E+00  0.4506363E+00  0.5596230E+00  0.3821348E+00 -0.9759401E+00 -0.2180938E+00
  0.9020000E+00  0.4419390E+00  0.5577032E+00  0.3878506E+00 -0.9823091E+00 -0.1873312E+00
  0.9225000E+00  0.4332197E+00  0.5556684E+00  0.3934810E+00 -0.9877086E+00 -0.1563837E+00
  0.9430000E+00  0.4244867E+00  0.5535202E+00  0.3990352E+00 -0.9921333E+00 -0.1252818E+00
  0.9635000E+00  0.4157481E+00  0.5512605E+00  0.4045219E+00 -0.9955790E+00 -0.9405637E-01
  0.9840000E+00  0.4070119E+00  0.5488910E+00  0.4099492E+00 -0.9980421E+00 -0.6273806E-01
  0.1004500E+01  0.3982855E+00  0.5464137E+00  0.4153252E+00 -0.9995203E+00 -0.3135785E-01
  0.1025000E+01  0.3895765E+00  0.5438307E+00  0.4206571E+00 -0.1000012E+01  0.5331653E-04
  0.1045500E+01  0.3808919E+00  0.5411442E+00  0.4259519E+00 -0.9995169E+00  0.3146443E-01
  0.1066000E+01  0.3722388E+00  0.5383563E+00  0.4312162E+00 -0.9980354E+00  0.6284449E-01
  0.1086500E+01  0.3636239E+00  0.5354694E+00  0.4364562E+00 -0.9955689E+00  0.9416253E-01
