       0.0000000000E+00  -1.1078667423E+00   7.1567904193E-01
       1.4718130552E-02  -1.0667979446E+00   7.2682232595E-01
       2.9436261105E-02  -1.0230565457E+00   7.3544940866E-01
       4.4154391657E-02  -9.7588787590E-01   7.4138004959E-01
       5.8872522210E-02  -9.2418593838E-01   7.4437872557E-01
       6.9007615356E-02  -8.8510594546E-01   7.4457974962E-01
       7.9142708502E-02  -8.4230526612E-01   7.4310930768E-01
       8.9277801648E-02  -7.9464005759E-01   7.3979276509E-01
       9.9412894794E-02  -7.4044569129E-01   7.3439802722E-01
       1.0735580648E-01  -6.9184297798E-01   7.2851834247E-01
       1.1529871816E-01  -6.3600937681E-01   7.2097062439E-01
       1.2324162985E-01  -5.7041941714E-01   7.1148432588E-01
       1.3118454153E-01  -4.9134929727E-01   6.9968869770E-01
       1.3660954635E-01  -4.2686214694E-01   6.9004969008E-01
       1.4203455116E-01  -3.5108623106E-01   6.7888052939E-01
       1.4745955598E-01  -2.6070395854E-01   6.6589873001E-01
       1.5288456080E-01  -1.5134203169E-01   6.5073758065E-01
       1.5702293128E-01  -5.1777918651E-02   6.3741892509E-01
       1.6116130175E-01   6.4951404379E-02   6.2229750949E-01
       1.6529967223E-01   2.0179736308E-01   6.0506142295E-01
       1.6943804271E-01   3.6113765971E-01   5.8535423473E-01
       1.7311990252E-01   5.2244071189E-01   5.6543174589E-01
       1.7680176233E-01   7.0021655158E-01   5.4298280161E-01
       1.8048362214E-01   8.8914389068E-01   5.1779935811E-01
       1.8416548196E-01   1.0800500876E+00   4.8978109777E-01
       1.8810798481E-01   1.2731652400E+00   4.5670022854E-01
       1.9205048766E-01   1.4408294174E+00   4.2073549907E-01
       1.9599299051E-01   1.5741021298E+00   3.8236863263E-01
       1.9993549336E-01   1.6712434483E+00   3.4216635424E-01
       2.0578746446E-01   1.7581975712E+00   2.8027350346E-01
       2.1163943555E-01   1.7965231080E+00   2.1693963495E-01
       2.1749140665E-01   1.8055313771E+00   1.5307816405E-01
       2.2334337775E-01   1.7979744191E+00   8.9223733183E-02
       2.3272505174E-01   1.7683441819E+00  -1.2450447055E-02
       2.4210672574E-01   1.7279149752E+00  -1.1278043164E-01
       2.5148839973E-01   1.6819206163E+00  -2.1146308229E-01
       2.6087007373E-01   1.6318384529E+00  -3.0832236090E-01
       2.7113240136E-01   1.5724964169E+00  -4.1201039439E-01
       2.8139472900E-01   1.5079232946E+00  -5.1313498939E-01
       2.9165705663E-01   1.4370245418E+00  -6.1145789616E-01
       3.0191938427E-01   1.3581159090E+00  -7.0668329846E-01
       3.0908606026E-01   1.2969488955E+00  -7.7114915537E-01
       3.1625273626E-01   1.2294386227E+00  -8.3375746370E-01
       3.2341941226E-01   1.1538507267E+00  -8.9430060036E-01
       3.3058608826E-01   1.0677198471E+00  -9.5251018382E-01
       3.3608570466E-01   9.9227154199E-01  -9.9538055513E-01
       3.4158532107E-01   9.0620237694E-01  -1.0364637278E+00
       3.4708493747E-01   8.0618546146E-01  -1.0754884768E+00
       3.5258455388E-01   6.8744201105E-01  -1.1120935884E+00
       3.5656594382E-01   5.8599696692E-01  -1.1368150707E+00
       3.6054733376E-01   4.6755322139E-01  -1.1597755008E+00
       3.6452872370E-01   3.2737146356E-01  -1.1806645038E+00
       3.6851011364E-01   1.5946053874E-01  -1.1990854624E+00
       3.7168208791E-01   1.2195476776E-03  -1.2116658844E+00
       3.7485406218E-01  -1.8266163032E-01  -1.2220583481E+00
       3.7802603645E-01  -3.9451197339E-01  -1.2299177036E+00
       3.8119801073E-01  -6.3358057305E-01  -1.2348886964E+00
       3.8502008149E-01  -9.4880380374E-01  -1.2365961238E+00
       3.8884215226E-01  -1.2675917107E+00  -1.2333652816E+00
       3.9266422302E-01  -1.5542232680E+00  -1.2254215289E+00
       3.9648629379E-01  -1.7794536644E+00  -1.2134914715E+00
       4.0186100798E-01  -1.9789202341E+00  -1.1920153215E+00
       4.0723572217E-01  -2.0762862642E+00  -1.1674019466E+00
       4.1261043636E-01  -2.1165790005E+00  -1.1413628614E+00
       4.1798515056E-01  -2.1298300357E+00  -1.1147952045E+00
       4.3275214044E-01  -2.1239390957E+00  -1.0415318722E+00
       4.4751913033E-01  -2.1034673615E+00  -9.6913284318E-01
       4.6228612021E-01  -2.0830823063E+00  -8.9798567717E-01
       4.7705311009E-01  -2.0617743674E+00  -8.2807079368E-01
       5.4541400936E-01  -1.9617976491E+00  -5.2111002175E-01
       6.1377490863E-01  -1.8570022784E+00  -2.4240319224E-01
       6.8213580790E-01  -1.7471182184E+00   6.6971774394E-03
       7.5049670717E-01  -1.6307581174E+00   2.2460985211E-01
       7.8891950155E-01  -1.5620512738E+00   3.3267607471E-01
       8.2734229593E-01  -1.4903757101E+00   4.2986053462E-01
       8.6576509031E-01  -1.4151880087E+00   5.1566258407E-01
       9.0418788468E-01  -1.3356700201E+00   5.8947596751E-01
       9.2814091351E-01  -1.2833644231E+00   6.2909779107E-01
       9.5209394234E-01  -1.2284512796E+00   6.6354032795E-01
       9.7604697117E-01  -1.1702735329E+00   6.9252105450E-01
       1.0000000000E+00  -1.1078667423E+00   7.1567904193E-01
