"omega" "sin" "cos"
0.000153249478547167 -11.2287376815124 3.51682075211241
0.000158148666238883 -3.82499371467540 -0.761851750263805
0.000117190147169570 2.28814805956066 1.80233702684623
0.000155061775112933 -1.29770081956440 -0.635152963728496
0.000217333905941751 0.380973541305497 -1.46301711999210
0.000150162587421217 1.54904176353302 -0.0883941912769817
0.000211709630908568 -0.810768209286259 -0.577980646565494
0.000156336369673117 -0.918358442095885 0.196083726889428
0.000148350290855451 0.256895610735773 -0.524697312305024
 0.000206924898030688 -0.335783913402678 -0.0194792150128644
 0.000212525165090383 0.267659228540196 0.128915417116900
 0.000229992875969202 0.0696189733188958 0.0746231714061285
 0.000306498957094334 0.0247349748169616 0.0140464395340974
 0.000311398144786051 0.0138353727621181 0.0304736668840422
 4.89918769171619e-06 -0.160479848721994 0.0594077968934257
 0.000264933601588513 -15.5490493322904 -9.70406287110532
 0.000280151350350945 15.4319556361701 4.75247271131525
 0.000331110950251899 9.0992249352734 -10.6115244887390
 0.000328024059125949 -7.87065384013669 6.61544246063503
 0.000326211762560183 0.813786144754451 -4.52641408099246
 0.000269742342439881 0.0690448504314857 -3.31639260969558
 0.000332923246817665 1.44050770785967 1.06339286050120
 0.000371638925683567 0.925324276580528 -1.02066758672154
 0.000275366617473065 0.997628846513796 -0.362906496840039
 0.000323124871434233 -0.378637986107629 0.527217891742183
 0.000259396912994958 0.339477750517033 -0.560509461538342
 0.000324937167999999 -0.576082669762308 1.18669572739338
 0.000334197841377850 0.346906064369828 -0.648189701487285
 0.000274551083291250 -0.441772417569753 0.289576210423804
 0.00041818308013568 -0.0184884064645011 0.109632390175297
 0.000111684123041346 -0.428006728186239 0.357006342316690
 0.000433400828898112 -0.0049199219454561 -0.106148873639336
 0.000126901871803777 0.257509918217341 -0.377639794223366
 0.000336010137943616 -0.421809264016129 0.324327509437558
 0.000177861471704732 -0.161827722328271 -0.362683869407858
